symbol,decision_time,as_of_time,side,weight,max_hold_bars,metadata
DOGE-PERP,2026-02-17T12:01:00+00:00,2026-02-17T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -43.320572234535334, ""funding_pressure_bps"": -3.3812, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-17T12:01:00+00:00,2026-02-17T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -53.24813631522929, ""funding_pressure_bps"": -1.7037999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-17T20:01:00+00:00,2026-02-17T20:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 175.41848199954302, ""funding_pressure_bps"": 2.173, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-18T04:01:00+00:00,2026-02-18T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 98.93108937912176, ""funding_pressure_bps"": 2.6959, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-02-18T04:01:00+00:00,2026-02-18T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 66.63409926306318, ""funding_pressure_bps"": 1.2735, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-18T12:01:00+00:00,2026-02-18T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -118.53022520742718, ""funding_pressure_bps"": -2.6551, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-18T12:01:00+00:00,2026-02-18T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -171.62872154115493, ""funding_pressure_bps"": -1.6251999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-18T16:01:00+00:00,2026-02-18T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 105.68638713383206, ""funding_pressure_bps"": 2.4423, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-02-18T16:01:00+00:00,2026-02-18T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 63.29057452256981, ""funding_pressure_bps"": 1.6705999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-19T04:01:00+00:00,2026-02-19T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -7.270083605962485, ""funding_pressure_bps"": -2.4385, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-19T04:01:00+00:00,2026-02-19T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -21.261516654854653, ""funding_pressure_bps"": -2.0698, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-19T12:01:00+00:00,2026-02-19T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -69.3064261325993, ""funding_pressure_bps"": -1.7098, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-19T12:01:00+00:00,2026-02-19T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -29.103608847497185, ""funding_pressure_bps"": -1.3825, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-20T04:01:00+00:00,2026-02-20T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -5.809225049376865, ""funding_pressure_bps"": -2.8112, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-20T12:01:00+00:00,2026-02-20T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -121.87743106577886, ""funding_pressure_bps"": -2.9262, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-21T04:01:00+00:00,2026-02-21T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -35.770256243258245, ""funding_pressure_bps"": -1.9802, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-21T12:01:00+00:00,2026-02-21T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 25.805003926848702, ""funding_pressure_bps"": 3.1109, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-02-21T16:01:00+00:00,2026-02-21T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 53.13074061965351, ""funding_pressure_bps"": 1.2937, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-21T20:01:00+00:00,2026-02-21T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -21.36752136752129, ""funding_pressure_bps"": -2.7922, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-21T20:01:00+00:00,2026-02-21T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -2.0114653525094006, ""funding_pressure_bps"": -1.6521, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-22T08:01:00+00:00,2026-02-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 29.465095194922686, ""funding_pressure_bps"": 3.0157000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-22T08:01:00+00:00,2026-02-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 6.94148882268264, ""funding_pressure_bps"": 1.0955, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-02-22T08:01:00+00:00,2026-02-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 5.755594776688522, ""funding_pressure_bps"": 1.0235, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-22T12:01:00+00:00,2026-02-22T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -14.492753623188692, ""funding_pressure_bps"": -4.645700000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-22T16:01:00+00:00,2026-02-22T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -38.51358384511339, ""funding_pressure_bps"": -3.4422, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-22T20:01:00+00:00,2026-02-22T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 17.427800951825834, ""funding_pressure_bps"": 1.227, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-02-22T20:01:00+00:00,2026-02-22T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 9.10293744217805, ""funding_pressure_bps"": 1.1464, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-23T12:01:00+00:00,2026-02-23T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -8.298538622129037, ""funding_pressure_bps"": -3.8819, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-23T12:01:00+00:00,2026-02-23T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -50.51098320216107, ""funding_pressure_bps"": -2.0759000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-23T16:01:00+00:00,2026-02-23T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -194.78133039323887, ""funding_pressure_bps"": -3.6433, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-23T16:01:00+00:00,2026-02-23T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -200.30975735673806, ""funding_pressure_bps"": -2.4914, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-24T04:01:00+00:00,2026-02-24T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -52.26670143869239, ""funding_pressure_bps"": -3.9983999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-24T08:01:00+00:00,2026-02-24T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": 0.0, ""funding_pressure_bps"": -1.5168000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-24T12:01:00+00:00,2026-02-24T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 19.617459538989745, ""funding_pressure_bps"": 1.1574, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-24T20:01:00+00:00,2026-02-24T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -22.847289578618035, ""funding_pressure_bps"": -3.9682, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-25T08:01:00+00:00,2026-02-25T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 76.09988109393618, ""funding_pressure_bps"": 1.4166000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-25T20:01:00+00:00,2026-02-25T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 7.394886963871805, ""funding_pressure_bps"": 1.8976000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-25T20:01:00+00:00,2026-02-25T20:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 215.99730003375007, ""funding_pressure_bps"": 1.2091, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-26T04:01:00+00:00,2026-02-26T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 19.890601690701892, ""funding_pressure_bps"": 1.0268, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-26T20:01:00+00:00,2026-02-26T20:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 172.96152488528227, ""funding_pressure_bps"": 3.9536000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-26T20:01:00+00:00,2026-02-26T20:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 241.04528046857476, ""funding_pressure_bps"": 3.7984, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-26T20:01:00+00:00,2026-02-26T20:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 205.00543193980647, ""funding_pressure_bps"": 1.9432999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-02-27T04:01:00+00:00,2026-02-27T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 80.00000000000007, ""funding_pressure_bps"": 3.413, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-02-27T04:01:00+00:00,2026-02-27T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 113.47361463038385, ""funding_pressure_bps"": 3.1398, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-27T04:01:00+00:00,2026-02-27T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 112.67744967106808, ""funding_pressure_bps"": 1.6265, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-02-28T04:01:00+00:00,2026-02-28T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -7.507507507507061, ""funding_pressure_bps"": -1.7029, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-02-28T08:01:00+00:00,2026-02-28T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -277.6460286767135, ""funding_pressure_bps"": -2.7567999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-01T08:01:00+00:00,2026-03-01T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -108.51419031719489, ""funding_pressure_bps"": -2.9145000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-01T08:01:00+00:00,2026-03-01T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -17.8122745478515, ""funding_pressure_bps"": -2.3883, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-02T04:01:00+00:00,2026-03-02T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 7.225433526012459, ""funding_pressure_bps"": 2.1367000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-02T04:01:00+00:00,2026-03-02T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 51.27036572860844, ""funding_pressure_bps"": 1.9834, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-02T20:01:00+00:00,2026-03-02T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 25.196850393700565, ""funding_pressure_bps"": 1.2626, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-03T12:01:00+00:00,2026-03-03T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.20166898470013, ""funding_pressure_bps"": 2.3601, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-03T20:01:00+00:00,2026-03-03T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -164.3017176997741, ""funding_pressure_bps"": -2.2325, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-03T20:01:00+00:00,2026-03-03T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -85.45111530351757, ""funding_pressure_bps"": -1.7884, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-04T04:01:00+00:00,2026-03-04T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -102.63092766843008, ""funding_pressure_bps"": -1.4539000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-04T12:01:00+00:00,2026-03-04T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -150.40352164343295, ""funding_pressure_bps"": -4.8599, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-04T12:01:00+00:00,2026-03-04T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -33.49540788762706, ""funding_pressure_bps"": -4.8378, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-05T04:01:00+00:00,2026-03-05T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -64.06944300919703, ""funding_pressure_bps"": -2.6215, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-05T12:01:00+00:00,2026-03-05T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 105.45571935865806, ""funding_pressure_bps"": 2.119, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-05T12:01:00+00:00,2026-03-05T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.001336946304264, ""funding_pressure_bps"": 1.0345, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-06T08:01:00+00:00,2026-03-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 108.04769001490078, ""funding_pressure_bps"": 2.1487000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-06T08:01:00+00:00,2026-03-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 33.116120072642644, ""funding_pressure_bps"": 1.7594, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-06T08:01:00+00:00,2026-03-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 90.6252131020846, ""funding_pressure_bps"": 1.5077999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-06T08:01:00+00:00,2026-03-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 64.04689535388641, ""funding_pressure_bps"": 1.2503999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-07T04:01:00+00:00,2026-03-07T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -15.44401544401608, ""funding_pressure_bps"": -4.3326, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-07T04:01:00+00:00,2026-03-07T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -45.931758530182165, ""funding_pressure_bps"": -3.7359, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-07T20:01:00+00:00,2026-03-07T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -89.70358814352709, ""funding_pressure_bps"": -6.097, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-07T20:01:00+00:00,2026-03-07T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -80.87746510082039, ""funding_pressure_bps"": -5.1209, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-07T20:01:00+00:00,2026-03-07T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -109.7017483716145, ""funding_pressure_bps"": -2.4636, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-07T20:01:00+00:00,2026-03-07T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -100.56437639954119, ""funding_pressure_bps"": -2.0412, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-08T12:01:00+00:00,2026-03-08T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -66.74082313681717, ""funding_pressure_bps"": -5.3562, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-08T12:01:00+00:00,2026-03-08T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -44.89467019684557, ""funding_pressure_bps"": -2.5112, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-08T12:01:00+00:00,2026-03-08T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -66.51895994091662, ""funding_pressure_bps"": -2.1712000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-08T16:01:00+00:00,2026-03-08T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -95.31374106433677, ""funding_pressure_bps"": -6.874700000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-09T08:01:00+00:00,2026-03-09T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -97.16284492809702, ""funding_pressure_bps"": -8.034099999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-09T08:01:00+00:00,2026-03-09T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -160.81391532655087, ""funding_pressure_bps"": -6.907300000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-09T08:01:00+00:00,2026-03-09T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -129.96450988297715, ""funding_pressure_bps"": -4.5868, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-09T08:01:00+00:00,2026-03-09T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -45.34575585845025, ""funding_pressure_bps"": -1.8466, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-09T08:01:00+00:00,2026-03-09T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -107.58776896942268, ""funding_pressure_bps"": -1.8275, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-10T04:01:00+00:00,2026-03-10T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.696826998541358, ""funding_pressure_bps"": 1.9234999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-10T12:01:00+00:00,2026-03-10T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -81.89836203275958, ""funding_pressure_bps"": -3.3304, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-10T12:01:00+00:00,2026-03-10T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -59.13517274992452, ""funding_pressure_bps"": -1.4944, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-03-10T12:01:00+00:00,2026-03-10T12:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -116.01796407185616, ""funding_pressure_bps"": -1.1784999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-10T16:01:00+00:00,2026-03-10T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 198.86046251815338, ""funding_pressure_bps"": 2.6157, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-11T04:01:00+00:00,2026-03-11T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -72.14854717503827, ""funding_pressure_bps"": -1.3909, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-03-11T08:01:00+00:00,2026-03-11T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 12.397159923365209, ""funding_pressure_bps"": 3.059, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-03-11T12:01:00+00:00,2026-03-11T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 3.223710639732591, ""funding_pressure_bps"": 1.1539000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-03-11T20:01:00+00:00,2026-03-11T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -28.206015494240955, ""funding_pressure_bps"": -1.916, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-03-12T16:01:00+00:00,2026-03-12T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -114.56800504519693, ""funding_pressure_bps"": -3.1169, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
